Fly,"Pre Opto Forward Velocity	",Opto On Forward Velocity,Pre Opto Rotational Speed,Opto On Rotational Speed,Pre Opto Forward Acceleration,Opto On Forward Acceleration,"Pre Opto Rotational Acceleration	",Opto On Rotational Acceleration,Group,Genotype
1,4.1382,3.2101,52.9352,84.8588,0.0033621,-0.0016556,0.052207,-0.0084554,1,VES41-1xGFP
2,6.5813,9.2749,85.8263,79.5045,0.0031227,0.0040934,0.022959,0.0043572,4,VES041-2xACR_wiggly
3,4.8046,8.1738,78.0064,74.2806,0.0054093,-0.0030032,-0.020233,0.087911,2,VES041-1xACR
4,6.2103,9.6804,65.9846,44.0922,0.0014648,0.0035223,0.0080098,-0.013812,4,EmptyxACR
5,3.7569,9.5042,66.8431,81.3091,0.0039782,0.0076517,0.0077129,0.0092371,1,VES041-1xACR
8,4.6819,8.5906,82.4783,79.6427,0.001914,0.0035141,-0.018691,0.046323,4,VES041-1xACR_wiggly
9,10.2633,14.0374,57.1591,49.7224,0.0015957,-0.00049462,-0.0062368,0.034228,5,EmptyxACR
11,9.4162,10.2505,39.2958,45.7272,0.0032656,0.00057276,-0.0047886,0.045584,5,VES041-2xACR
13,3.7716,9.0449,66.9281,72.1732,0.001797,0.010725,-0.0096024,-0.022354,4,VES41-1xGFP
15,8.5142,14.9943,65.9794,49.5244,0.0040128,0.0042859,-0.003358,-0.0025957,5,VES041-1xACR
16,7.6483,8.9171,67.7574,56.7318,0.0036754,-0.00071928,0.0041307,-0.010056,4,VES41-1xGFP
17,10.216,13.4293,67.8105,59.6715,0.00011033,0.0050456,-0.00047994,-0.017099,4,VES041-2xACR_wiggly
19,3.9216,7.2375,89.6555,60.5017,0.0019798,0.0066509,-0.0029366,-0.044015,1,VES41-1xGFP
22,7.6054,11.7204,66.2561,53.532,0.0030364,0.0050779,-0.011742,-0.020185,4,VES041-1xACR_wiggly
26,11.3496,10.8327,69.7813,79.2573,0.0020223,-0.0019626,0.0085686,0.036202,4,EmptyxACR
27,2.9122,6.1819,60.2842,46.1401,-0.0020421,0.0031919,-0.012827,-0.027342,,VES41-1xGFP
30,2.6117,6.6616,56.9135,48.7481,0.00060882,0.0071165,0.023575,-0.034364,2,VES41-1xGFP
31,7.7557,7.8667,72.7259,47.5303,0.0033714,-0.0047067,-0.022246,0.031135,3,EmptyxACR
32,3.9247,10.0581,103.9518,73.4159,0.0010796,0.010998,0.022167,-0.021258,4,VES041-1xACR_wiggly
35,5.5253,11.1029,68.619,49.623,0.0014748,0.0092964,0.00031239,-0.013554,4,EmptyxACR
37,3.125,5.824,80.9664,57.5171,0.002439,0.0042065,-0.034087,-0.030023,2,EmptyxACR
38,4.9427,5.8689,56.413,32.5839,0.0015226,-0.0023414,-0.0083092,0.0058055,3,VES041-2xACR
40,4.6246,5.8393,58.3329,39.503,0.0025051,0.00034349,-0.026386,0.005836,3,VES041-2xACR
42,3.3892,4.3368,66.406,63.4725,0.0027635,-0.00096509,-0.035914,-0.042941,2,VES041-2xACR
43,4.3149,5.3429,83.1851,60.3379,0.0010329,-0.00029981,-0.027353,0.0029569,2,VES41-2xGFP
45,4.6261,4.7304,42.9021,53.3063,0.00085712,-0.0015785,-0.0072879,0.051633,3,VES41-2xGFP
47,3.9538,11.0532,72.7364,40.4978,0.0021021,0.015282,-0.01388,0.01185,1,VES041-2xACR
48,4.8223,8.5274,59.4723,55.5594,0.0018902,0.0037588,-0.016227,0.021323,5,VES41-2xGFP
50,5.336,7.5561,42.2491,29.705,0.00043044,-0.0022559,0.0068199,-0.0039954,1,VES41-2xGFP
51,4.4035,10.9204,73.8465,53.9166,0.0021743,0.013341,0.0045061,-0.095784,1,VES41-2xGFP